Question_ID,Question_Text,Subject_Domain,Topic_Subdomain,Bloom_Taxonomy,Exam_Type,Estimated_Duration_Mins,Student_Avg_Score,Pass_Rate,Difficulty_Level
QID_14729,Illustrate Probability diagrammatically.,Mathematics,Probability,Apply,Midterm,13,2.6,51.3,Medium
QID_21486,List AI as defined in the textbook.,Computer Science,AI,Remember,Final,25,4.3,86.8,Easy
QID_16541,Name Database briefly.,Computer Science,Database,Remember,Final,13,4.6,92.6,Easy
QID_21174,State Statistics in simple terms.,Mathematics,Statistics,Remember,Final,19,4.6,92.6,Easy
QID_15305,List AI as defined in the textbook.,Computer Science,AI,Remember,Quiz,20,5.0,100.0,Easy
QID_15161,Calculate Quantum Physics for a specific case.,Physics,Quantum Physics,Apply,Quiz,12,3.0,60.5,Medium
QID_17860,List Thermodynamics briefly.,Physics,Thermodynamics,Remember,Midterm,18,4.5,90.7,Easy
QID_12156,Illustrate Statistics in a standard system.,Mathematics,Statistics,Apply,Midterm,24,3.1,61.9,Medium
QID_11062,Critically analyze Networking with mathematical proofs.,Computer Science,Networking,Evaluate,Midterm,6,1.8,36.9,Hard
QID_20808,Critically analyze Statistics considering edge cases.,Mathematics,Statistics,Evaluate,Quiz,26,0.8,15.4,Hard
QID_11167,Critically analyze Optics in distributed latency environments.,Physics,Optics,Evaluate,Midterm,17,2.5,49.7,Medium
QID_21414,Hypothesize Quantum Physics with mathematical proofs.,Physics,Quantum Physics,Evaluate,Midterm,30,3.0,59.7,Medium
QID_13636,What is Relativity in simple terms.,Physics,Relativity,Remember,Final,9,4.4,88.8,Easy
QID_17651,Identify Calculus briefly.,Mathematics,Calculus,Remember,Final,19,4.3,86.5,Easy
QID_15588,State Probability,Mathematics,Probability,Remember,Quiz,21,4.2,83.9,Easy
QID_21130,Evaluate the limitations of Mechanics in distributed latency environments.,Physics,Mechanics,Evaluate,Final,19,0.7,13.4,Hard
QID_17192,Describe Mechanics in a standard system.,Physics,Mechanics,Apply,Final,25,3.5,69.8,Medium
QID_14491,,Physics,Relativity,Evaluate,Midterm,11,2.2,43.2,Hard
QID_17266,Explain how Optics using an example.,Physics,Optics,Apply,Quiz,26,3.5,69.5,Medium
QID_21332,Outline Relativity in a standard system.,Physics,Relativity,Apply,Quiz,13,3.5,71.0,Medium
QID_14980,,Mathematics,Geometry,Evaluate,Final,9,1.4,27.0,Hard
QID_18335,State Relativity,Physics,Relativity,Remember,Final,24,4.5,89.8,Easy
QID_10218,Define Linear Algebra,Mathematics,Linear Algebra,Remember,Final,14,4.0,79.1,Easy
QID_14946,Derive the formula for AI with mathematical proofs.,Computer Science,AI,Evaluate,Midterm,20,1.4,27.3,Hard
QID_12782,Hypothesize Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Midterm,27,1.7,34.7,Hard
QID_10717,State Probability,Mathematics,Probability,Remember,Quiz,18,4.9,98.5,Easy
QID_20011,Describe AI using an example.,Computer Science,AI,Apply,Quiz,29,2.8,56.8,Medium
QID_12502,What is Optics as defined in the textbook.,Physics,Optics,Remember,Midterm,24,4.2,84.5,Easy
QID_14360,What is Data Structures,Computer Science,Data Structures,Remember,Final,24,4.0,79.6,Easy
QID_14171,,Physics,Mechanics,Apply,Final,25,2.2,44.3,Hard
QID_18082,Synthesize AI in distributed latency environments.,Computer Science,AI,Evaluate,Quiz,18,1.9,37.8,Hard
QID_16494,Illustrate Thermodynamics using an example.,Physics,Thermodynamics,Apply,Quiz,27,3.1,61.7,Medium
QID_10395,Evaluate the limitations of Linear Algebra with mathematical proofs.,Mathematics,Linear Algebra,Evaluate,Final,20,1.0,19.4,Hard
QID_17186,Evaluate the limitations of Probability considering edge cases.,Mathematics,Probability,Evaluate,Midterm,30,0.8,15.8,Hard
QID_11608,What is Relativity,Physics,Relativity,Remember,Final,26,4.6,92.4,Easy
QID_14492,Define Mechanics as defined in the textbook.,Physics,Mechanics,Remember,Quiz,22,4.4,88.1,Easy
QID_11365,Describe Algorithms for a specific case.,Computer Science,Algorithms,Apply,Midterm,12,3.1,61.8,Medium
QID_21714,State Relativity as defined in the textbook.,Physics,Relativity,Remember,Midterm,16,4.9,97.0,Easy
QID_18787,Derive the formula for Optics with mathematical proofs.,Physics,Optics,Evaluate,Quiz,29,1.7,33.6,Hard
QID_15917,Evaluate the limitations of Mechanics considering edge cases.,Physics,Mechanics,Evaluate,Quiz,12,1.0,20.5,Hard
QID_14968,Derive the formula for AI with mathematical proofs.,Computer Science,AI,Evaluate,Quiz,9,1.9,38.6,Hard
QID_12914,State Optics,Physics,Optics,Remember,Midterm,23,4.5,90.3,Easy
QID_20518,Describe Quantum Physics using an example.,Physics,Quantum Physics,Apply,Final,21,2.7,54.6,Medium
QID_15644,Derive the formula for AI considering edge cases.,Computer Science,AI,Evaluate,Midterm,20,2.3,45.1,Medium
QID_13766,Explain how Calculus using an example.,Mathematics,Calculus,Apply,Quiz,13,3.1,61.0,Medium
QID_13440,Describe Data Structures using an example.,Computer Science,Data Structures,Apply,Midterm,10,3.3,66.9,Medium
QID_17357,What is Probability as defined in the textbook.,Mathematics,Probability,Remember,Midterm,28,4.5,90.9,Easy
QID_16806,Define Thermodynamics as defined in the textbook.,Physics,Thermodynamics,Remember,Midterm,9,5.0,100.0,Easy
QID_19879,Describe Networking in a standard system.,Computer Science,Networking,Apply,Midterm,14,3.1,62.6,Medium
QID_12143,Derive the formula for Networking considering edge cases.,Computer Science,Networking,Evaluate,Final,21,1.3,25.4,Hard
QID_15104,Compare Thermodynamics diagrammatically.,Physics,Thermodynamics,Apply,Midterm,9,2.8,56.5,Medium
QID_15073,Name Calculus in simple terms.,Mathematics,Calculus,Remember,Midterm,14,5.0,100.0,Easy
QID_11571,Define Relativity,Physics,Relativity,Remember,Quiz,21,4.3,86.7,Easy
QID_14079,Derive the formula for AI considering edge cases.,Computer Science,AI,Evaluate,Final,8,1.3,27.0,Hard
QID_11122,Derive the formula for Database in distributed latency environments.,Computer Science,Database,Evaluate,Midterm,17,1.5,29.3,Hard
QID_12786,Describe Mechanics diagrammatically.,Physics,Mechanics,Apply,Midterm,23,3.0,59.9,Medium
QID_12967,Illustrate Mechanics diagrammatically.,Physics,Mechanics,Apply,Final,8,2.8,55.2,Medium
QID_12504,What is Probability,Mathematics,Probability,Remember,Quiz,8,4.2,84.3,Easy
QID_15988,Explain how Mechanics in a standard system.,Physics,Mechanics,Apply,Quiz,8,3.1,62.5,Medium
QID_21657,Derive the formula for Statistics considering edge cases.,Mathematics,Statistics,Evaluate,Quiz,10,0.9,17.8,Hard
QID_18867,Explain how Quantum Physics for a specific case.,Physics,Quantum Physics,Apply,Quiz,29,3.2,64.3,Medium
QID_21000,State Data Structures,Computer Science,Data Structures,Remember,Final,27,4.6,91.4,Easy
QID_17164,State Data Structures as defined in the textbook.,Computer Science,Data Structures,Remember,Quiz,24,3.8,75.6,Easy
QID_21540,Describe Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Final,29,2.7,54.4,Medium
QID_10728,Synthesize Probability under extreme constraints.,Mathematics,Probability,Evaluate,Final,8,0.9,17.2,Hard
QID_17587,Name Calculus in simple terms.,Mathematics,Calculus,Remember,Midterm,24,4.3,85.8,Easy
QID_17543,Compare Optics in a standard system.,Physics,Optics,Apply,Final,19,3.3,65.7,Medium
QID_10412,What is Optics in simple terms.,Physics,Optics,Remember,Final,5,4.7,94.4,Easy
QID_21338,Evaluate the limitations of Mechanics in distributed latency environments.,Physics,Mechanics,Evaluate,Midterm,30,1.1,22.1,Hard
QID_19708,Compare Linear Algebra diagrammatically.,Mathematics,Linear Algebra,Apply,Quiz,28,2.0,39.3,Hard
QID_15745,Define Quantum Physics briefly.,Physics,Quantum Physics,Remember,Midterm,8,4.0,79.2,Easy
QID_17668,Calculate Data Structures in a standard system.,Computer Science,Data Structures,Apply,Final,8,2.9,58.8,Medium
QID_10825,What is AI in simple terms.,Computer Science,AI,Remember,Final,25,4.8,96.7,Easy
QID_13267,What is Algorithms as defined in the textbook.,Computer Science,Algorithms,Remember,Quiz,30,4.1,82.8,Easy
QID_13974,Outline Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Final,28,2.5,49.3,Medium
QID_18808,Critically analyze Database under extreme constraints.,Computer Science,Database,Evaluate,Midterm,30,1.8,36.6,Hard
QID_18306,Compare Algorithms diagrammatically.,Computer Science,Algorithms,Apply,Midterm,13,3.5,70.1,Medium
QID_10417,Name Optics briefly.,Physics,Optics,Remember,Midterm,13,4.5,89.1,Easy
QID_21261,Describe AI in a standard system.,Computer Science,AI,Apply,Quiz,23,2.8,56.4,Medium
QID_19817,State Optics as defined in the textbook.,Physics,Optics,Remember,Midterm,8,4.3,86.9,Easy
QID_16748,Calculate Database diagrammatically.,Computer Science,Database,Apply,Final,19,2.2,43.2,Hard
QID_18967,Describe Networking diagrammatically.,Computer Science,Networking,Apply,Final,24,2.9,58.3,Medium
QID_21088,Describe Networking diagrammatically.,Computer Science,Networking,Apply,Midterm,9,3.2,64.9,Medium
QID_21863,Calculate AI diagrammatically.,Computer Science,AI,Apply,Midterm,26,2.5,50.2,Medium
QID_12082,List Geometry as defined in the textbook.,Mathematics,Geometry,Remember,Final,7,4.5,90.1,Easy
QID_18945,Derive the formula for Database with mathematical proofs.,Computer Science,Database,Evaluate,Final,7,2.1,42.7,Hard
QID_20738,Name Mechanics in simple terms.,Physics,Mechanics,Remember,Quiz,26,4.6,91.9,Easy
QID_13373,Describe Calculus for a specific case.,Mathematics,Calculus,Apply,Midterm,14,3.1,62.4,Medium
QID_15726,Critically analyze Optics in distributed latency environments.,Physics,Optics,Evaluate,Final,9,1.6,32.2,Hard
QID_14107,Identify Quantum Physics briefly.,Physics,Quantum Physics,Remember,Midterm,13,4.6,91.8,Easy
QID_20636,Compare Geometry using an example.,Mathematics,Geometry,Apply,Final,22,2.4,48.6,Medium
QID_14380,Name Quantum Physics,Physics,Quantum Physics,Remember,Final,29,4.5,89.1,Easy
QID_17723,Explain how Database using an example.,Computer Science,Database,Apply,Quiz,28,2.9,57.8,Medium
QID_11066,Explain how Thermodynamics for a specific case.,Physics,Thermodynamics,Apply,Midterm,18,1.9,37.7,Hard
QID_13913,What is Probability as defined in the textbook.,Mathematics,Probability,Remember,Quiz,22,3.8,75.5,Easy
QID_15536,,Mathematics,Calculus,Apply,Midterm,19,2.8,56.3,Medium
QID_18002,Identify Algorithms in simple terms.,Computer Science,Algorithms,Remember,Quiz,14,4.1,81.5,Easy
QID_15387,Synthesize Mechanics under extreme constraints.,Physics,Mechanics,Evaluate,Quiz,25,2.7,54.6,Medium
QID_15732,Hypothesize Statistics considering edge cases.,Mathematics,Statistics,Evaluate,Quiz,18,2.4,48.0,Medium
QID_21690,Synthesize Relativity in distributed latency environments.,Physics,Relativity,Evaluate,Quiz,24,1.8,35.8,Hard
QID_12738,Synthesize Quantum Physics under extreme constraints.,Physics,Quantum Physics,Evaluate,Midterm,11,2.3,46.9,Medium
QID_15052,Identify Relativity in simple terms.,Physics,Relativity,Remember,Quiz,6,4.4,88.1,Easy
QID_14000,Critically analyze Algorithms under extreme constraints.,Computer Science,Algorithms,Evaluate,Quiz,28,1.4,28.2,Hard
QID_19760,List Optics,Physics,Optics,Remember,Midterm,21,4.7,94.4,Easy
QID_12427,Name Thermodynamics briefly.,Physics,Thermodynamics,Remember,Final,14,4.3,85.8,Easy
QID_16833,State Calculus,Mathematics,Calculus,Remember,Midterm,22,4.9,97.2,Easy
QID_20123,Critically analyze Probability under extreme constraints.,Mathematics,Probability,Evaluate,Final,17,1.3,25.5,Hard
QID_11687,Identify Optics,Physics,Optics,Remember,Midterm,28,4.1,81.2,Easy
QID_10851,Critically analyze Mechanics in distributed latency environments.,Physics,Mechanics,Evaluate,Midterm,7,2.2,44.8,Hard
QID_21738,Illustrate Probability diagrammatically.,Mathematics,Probability,Apply,Quiz,20,3.7,73.2,Medium
QID_16303,Evaluate the limitations of Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Midterm,10,2.0,40.1,Hard
QID_19087,Explain how Relativity diagrammatically.,Physics,Relativity,Apply,Quiz,24,3.0,59.8,Medium
QID_15878,Derive the formula for Database with mathematical proofs.,Computer Science,Database,Evaluate,Final,16,1.5,31.0,Hard
QID_18527,List Thermodynamics briefly.,Physics,Thermodynamics,Remember,Final,27,4.2,84.0,Easy
QID_12839,Critically analyze Relativity in distributed latency environments.,Physics,Relativity,Evaluate,Quiz,21,1.6,31.0,Hard
QID_21279,Describe Data Structures using an example.,Computer Science,Data Structures,Apply,Quiz,16,3.4,67.6,Medium
QID_14611,What is Calculus in simple terms.,Mathematics,Calculus,Remember,Final,25,4.4,87.7,Easy
QID_19540,Describe Probability for a specific case.,Mathematics,Probability,Apply,Final,21,3.0,59.0,Medium
QID_19207,Hypothesize Thermodynamics with mathematical proofs.,Physics,Thermodynamics,Evaluate,Final,18,1.8,36.5,Hard
QID_21008,Synthesize Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Midterm,15,2.3,46.1,Medium
QID_19823,Identify Data Structures,Computer Science,Data Structures,Remember,Final,16,4.5,89.2,Easy
QID_12489,Evaluate the limitations of Networking with mathematical proofs.,Computer Science,Networking,Evaluate,Midterm,30,1.5,29.2,Hard
QID_16905,Derive the formula for Algorithms considering edge cases.,Computer Science,Algorithms,Evaluate,Midterm,18,1.7,33.3,Hard
QID_17390,Evaluate the limitations of Quantum Physics with mathematical proofs.,Physics,Quantum Physics,Evaluate,Quiz,28,1.6,32.8,Hard
QID_21443,Derive the formula for Optics with mathematical proofs.,Physics,Optics,Evaluate,Quiz,26,2.3,45.4,Medium
QID_12849,Identify AI,Computer Science,AI,Remember,Quiz,28,4.4,87.4,Easy
QID_16665,,Physics,Optics,Evaluate,Midterm,18,1.9,37.2,Hard
QID_15881,Explain how Optics for a specific case.,Physics,Optics,Apply,Final,7,2.8,55.8,Medium
QID_20262,Explain how Relativity using an example.,Physics,Relativity,Apply,Midterm,17,3.2,64.9,Medium
QID_14452,List Database,Computer Science,Database,Remember,Final,22,4.8,95.1,Easy
QID_19949,Name Data Structures in simple terms.,Computer Science,Data Structures,Remember,Midterm,29,4.2,84.4,Easy
QID_17421,Name Mechanics,Physics,Mechanics,Remember,Midterm,27,4.1,81.7,Easy
QID_19827,Evaluate the limitations of Optics under extreme constraints.,Physics,Optics,Evaluate,Midterm,14,2.1,41.2,Hard
QID_16484,Identify Geometry briefly.,Mathematics,Geometry,Remember,Midterm,28,4.6,91.6,Easy
QID_12479,Hypothesize Data Structures with mathematical proofs.,Computer Science,Data Structures,Evaluate,Final,28,1.6,31.5,Hard
QID_16617,Identify Optics,Physics,Optics,Remember,Quiz,25,4.6,91.7,Easy
QID_20457,Describe Statistics diagrammatically.,Mathematics,Statistics,Apply,Final,14,3.7,75.0,Medium
QID_21151,Derive the formula for Statistics considering edge cases.,Mathematics,Statistics,Evaluate,Midterm,16,1.7,33.7,Hard
QID_21251,Explain how Thermodynamics for a specific case.,Physics,Thermodynamics,Apply,Final,30,3.7,73.8,Medium
QID_12141,Calculate Linear Algebra diagrammatically.,Mathematics,Linear Algebra,Apply,Midterm,22,2.9,57.2,Medium
QID_21310,Compare Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Quiz,29,3.8,76.3,Easy
QID_15188,Hypothesize Networking considering edge cases.,Computer Science,Networking,Evaluate,Final,21,1.7,34.4,Hard
QID_21934,Explain how Relativity for a specific case.,Physics,Relativity,Apply,Quiz,30,3.4,68.5,Medium
QID_21548,Synthesize Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Final,28,1.1,22.7,Hard
QID_12744,List Quantum Physics,Physics,Quantum Physics,Remember,Final,11,4.8,95.3,Easy
QID_17253,Illustrate Database using an example.,Computer Science,Database,Apply,Quiz,17,3.5,69.4,Medium
QID_13506,Derive the formula for Thermodynamics in distributed latency environments.,Physics,Thermodynamics,Evaluate,Final,26,1.5,29.7,Hard
QID_11679,State Statistics as defined in the textbook.,Mathematics,Statistics,Remember,Final,13,4.3,85.2,Easy
QID_14249,Critically analyze Algorithms under extreme constraints.,Computer Science,Algorithms,Evaluate,Midterm,28,0.6,11.7,Hard
QID_13147,State Quantum Physics briefly.,Physics,Quantum Physics,Remember,Quiz,12,4.3,85.8,Easy
QID_18130,Critically analyze Relativity under extreme constraints.,Physics,Relativity,Evaluate,Quiz,5,2.3,46.4,Medium
QID_20486,Illustrate Calculus in a standard system.,Mathematics,Calculus,Apply,Midterm,10,2.6,52.1,Medium
QID_17004,Name Calculus,Mathematics,Calculus,Remember,Midterm,28,4.4,87.8,Easy
QID_10580,Critically analyze Networking considering edge cases.,Computer Science,Networking,Evaluate,Final,22,2.1,42.5,Hard
QID_19662,Hypothesize Calculus with mathematical proofs.,Mathematics,Calculus,Evaluate,Final,30,1.9,37.1,Hard
QID_14070,Calculate Calculus using an example.,Mathematics,Calculus,Apply,Final,13,2.8,56.4,Medium
QID_13343,What is Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Quiz,26,4.5,90.9,Easy
QID_17404,Define Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Quiz,22,4.4,88.3,Easy
QID_13672,Derive the formula for Networking in distributed latency environments.,Computer Science,Networking,Evaluate,Final,26,2.6,52.1,Medium
QID_10559,Outline Optics diagrammatically.,Physics,Optics,Apply,Midterm,9,2.4,48.9,Medium
QID_15237,Illustrate Networking in a standard system.,Computer Science,Networking,Apply,Midterm,28,3.1,61.9,Medium
QID_17805,Explain how Optics diagrammatically.,Physics,Optics,Apply,Midterm,14,2.4,48.8,Medium
QID_21041,Illustrate Linear Algebra using an example.,Mathematics,Linear Algebra,Apply,Midterm,25,3.0,60.8,Medium
QID_10512,Compare Quantum Physics diagrammatically.,Physics,Quantum Physics,Apply,Final,27,2.4,48.4,Medium
QID_11081,Name Networking,Computer Science,Networking,Remember,Midterm,28,4.0,79.8,Easy
QID_11664,Compare AI diagrammatically.,Computer Science,AI,Apply,Final,7,2.7,55.0,Medium
QID_19204,Derive the formula for Relativity under extreme constraints.,Physics,Relativity,Evaluate,Midterm,27,1.8,36.7,Hard
QID_11931,State Quantum Physics,Physics,Quantum Physics,Remember,Midterm,27,4.2,85.0,Easy
QID_21889,Hypothesize Relativity under extreme constraints.,Physics,Relativity,Evaluate,Quiz,5,1.1,23.0,Hard
QID_11150,Outline Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Midterm,26,3.0,60.0,Medium
QID_12838,Compare Geometry in a standard system.,Mathematics,Geometry,Apply,Midterm,7,2.5,50.4,Medium
